SUMMARY,DATE,AGENT,server_name,day_of_week,hour_of_day,AGENT_encoded,DATE_numeric,svm_results
Current memory usage percentage is 60%,2023-01-23 19:10:49,Application,Application_server_311,0,19,0,1674501049000000000,1
splunkd is running successfully,2023-01-23 19:15:42,Application,Application_server_63,0,19,0,1674501342000000000,1
Process : java is running successfully,2023-01-23 19:20:57,Application,Application_server_448,0,19,0,1674501657000000000,1
system: Processor Queue Length is 0,2023-01-23 19:26:35,ms_win,ms_win_server_81,0,19,3,1674501995000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is Stopped,2023-01-23 19:31:46,Application,Application_server_179,0,19,0,1674502306000000000,1
Process : TaskRoutingService is running successfully,2023-01-23 19:36:49,Application,Application_server_499,0,19,0,1674502609000000000,-1
system: Processor Queue Length is 0,2023-01-23 19:41:54,ms_win,ms_win_server_64,0,19,3,1674502914000000000,1
CHRONY : process is running successfully,2023-01-23 19:46:56,linux_ix86,linux_ix86_server_98,0,19,2,1674503216000000000,1
Process : P84xConnectorService is running successfully,2023-01-23 19:51:52,Application,Application_server_111,0,19,0,1674503512000000000,1
Service: enstart64 is running,2023-01-23 19:56:35,ms_win,ms_win_server_102,0,19,3,1674503795000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-23 20:01:28,linux_ix86,linux_ix86_server_16,0,20,2,1674504088000000000,1
Process : nbrmms is running successfully,2023-01-23 20:05:49,Application,Application_server_515,0,20,0,1674504349000000000,1
splunkd is running successfully,2023-01-23 20:10:31,Application,Application_server_285,0,20,0,1674504631000000000,1
[MAN] The PERC1 battery is high.,2023-01-23 20:15:22,dell-idrac,dell-idrac_server_2,0,20,1,1674504922000000000,1
*CP01*nodeagent is missing,2023-01-23 20:20:25,websphere,websphere_server_28,0,20,4,1674505225000000000,1
Filesystem:  / is 75 full,2023-01-23 20:25:19,linux_ix86,linux_ix86_server_144,0,20,2,1674505519000000000,1
Process : nbrmms is running successfully,2023-01-23 20:30:02,Application,Application_server_355,0,20,0,1674505802000000000,1
Total CPU Utilization = 55%,2023-01-23 20:35:15,Application,Application_server_494,0,20,0,1674506115000000000,1
Process : nbsvcmon is running successfully,2023-01-23 20:40:26,Application,Application_server_399,0,20,0,1674506426000000000,1
Process : nbrmms is running successfully,2023-01-23 20:45:20,Application,Application_server_128,0,20,0,1674506720000000000,1
Process : java is running successfully,2023-01-23 20:50:03,Application,Application_server_280,0,20,0,1674507003000000000,1
Process : TaskRoutingService is not running,2023-01-23 20:54:52,Application,Application_server_266,0,20,0,1674507292000000000,1
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-23 20:59:38,linux_ix86,linux_ix86_server_7,0,20,2,1674507578000000000,1
Process : nbsvcmon is running successfully,2023-01-23 21:04:42,Application,Application_server_306,0,21,0,1674507882000000000,1
Filesystem:  / is 70 full,2023-01-23 21:09:52,linux_ix86,linux_ix86_server_78,0,21,2,1674508192000000000,1
Process : nbsvcmon is running successfully,2023-01-23 21:15:03,Application,Application_server_427,0,21,0,1674508503000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-23 21:20:31,websphere,websphere_server_51,0,21,4,1674508831000000000,1
Process : P84xConnectorService is running successfully,2023-01-23 21:25:32,Application,Application_server_350,0,21,0,1674509132000000000,1
Process : nbsl is running successfully,2023-01-23 21:30:28,Application,Application_server_346,0,21,0,1674509428000000000,1
[MAN] The PERC1 battery is low.,2023-01-23 21:35:26,dell-idrac,dell-idrac_server_47,0,21,1,1674509726000000000,1
Process : TaskRoutingService is running successfully,2023-01-23 21:40:21,Application,Application_server_283,0,21,0,1674510021000000000,1
Filesystem:  / is 70 full,2023-01-23 21:45:15,linux_ix86,linux_ix86_server_39,0,21,2,1674510315000000000,1
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-23 21:50:20,dell-idrac,dell-idrac_server_18,0,21,1,1674510620000000000,1
Total CPU Utilization = 55%,2023-01-23 21:55:33,Application,Application_server_38,0,21,0,1674510933000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-23 22:00:05,Application,Application_server_187,0,22,0,1674511205000000000,1
Current memory usage percentage is 50%,2023-01-23 22:05:16,Application,Application_server_185,0,22,0,1674511516000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-23 22:10:28,linux_ix86,linux_ix86_server_15,0,22,2,1674511828000000000,-1
Process : nbrmms is running successfully,2023-01-23 22:15:11,Application,Application_server_113,0,22,0,1674512111000000000,1
Process : TaskRoutingService is running successfully,2023-01-23 22:20:15,Application,Application_server_322,0,22,0,1674512415000000000,1
Filesystem:  / is 85 full,2023-01-23 22:25:20,linux_ix86,linux_ix86_server_13,0,22,2,1674512720000000000,1
Process : TaskRoutingService is running successfully,2023-01-23 22:29:56,Application,Application_server_379,0,22,0,1674512996000000000,1
Service: enstart64 is running,2023-01-23 22:34:41,ms_win,ms_win_server_92,0,22,3,1674513281000000000,-1
Process : TaskRoutingService is running successfully,2023-01-23 22:40:19,Application,Application_server_383,0,22,0,1674513619000000000,1
*CP01*nodeagent is missing,2023-01-23 22:45:17,websphere,websphere_server_26,0,22,4,1674513917000000000,1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-23 22:49:55,websphere,websphere_server_29,0,22,4,1674514195000000000,1
[MAN] The PERC1 battery is high.,2023-01-23 22:54:47,dell-idrac,dell-idrac_server_26,0,22,1,1674514487000000000,1
Total CPU Utilization = 50%,2023-01-23 22:59:43,Application,Application_server_50,0,22,0,1674514783000000000,1
Process : nbsl is running successfully,2023-01-23 23:04:13,Application,Application_server_217,0,23,0,1674515053000000000,1
Total CPU Utilization = 55%,2023-01-23 23:08:53,Application,Application_server_348,0,23,0,1674515333000000000,1
Process : nbsl is running successfully,2023-01-23 23:14:11,Application,Application_server_154,0,23,0,1674515651000000000,1
Service: enstart64 is Stopped,2023-01-23 23:19:05,ms_win,ms_win_server_38,0,23,3,1674515945000000000,1
Process : java is running successfully,2023-01-23 23:24:48,Application,Application_server_4,0,23,0,1674516288000000000,1
Service: Domain Time Client is running,2023-01-23 23:29:42,ms_win,ms_win_server_2,0,23,3,1674516582000000000,1
Current memory usage percentage is 50%,2023-01-23 23:34:38,Application,Application_server_221,0,23,0,1674516878000000000,1
CHRONY : process is running successfully,2023-01-23 23:38:56,linux_ix86,linux_ix86_server_29,0,23,2,1674517136000000000,1
Process : TaskRoutingService is running successfully,2023-01-23 23:43:51,Application,Application_server_446,0,23,0,1674517431000000000,1
Process : nbrmms is running successfully,2023-01-23 23:48:47,Application,Application_server_502,0,23,0,1674517727000000000,-1
[MAN] The PERC1 battery is medium.,2023-01-23 23:53:26,dell-idrac,dell-idrac_server_9,0,23,1,1674518006000000000,1
Process : nbrmms is running successfully,2023-01-23 23:58:09,Application,Application_server_412,0,23,0,1674518289000000000,1
Process : nbsl is running successfully,2023-01-24 00:03:21,Application,Application_server_455,1,0,0,1674518601000000000,1
splunkd is running successfully,2023-01-24 00:08:23,Application,Application_server_117,1,0,0,1674518903000000000,-1
Total CPU Utilization = 75%,2023-01-24 00:13:24,Application,Application_server_215,1,0,0,1674519204000000000,1
system: Processor Queue Length is 0,2023-01-24 00:18:48,ms_win,ms_win_server_64,1,0,3,1674519528000000000,1
[MAN] Predictive failure reported for Disk 0 in Backplane 1 of Integrated RAID Controller 1.,2023-01-24 00:23:54,dell-idrac,dell-idrac_server_50,1,0,1,1674519834000000000,1
Current memory usage percentage is 40%,2023-01-24 00:29:08,Application,Application_server_255,1,0,0,1674520148000000000,1
splunkd is running successfully,2023-01-24 00:33:55,Application,Application_server_393,1,0,0,1674520435000000000,1
Process : TaskRoutingService is not running,2023-01-24 00:38:50,Application,Application_server_410,1,0,0,1674520730000000000,1
Process : TaskRoutingService is running successfully,2023-01-24 00:43:44,Application,Application_server_56,1,0,0,1674521024000000000,1
Total CPU Utilization = 50%,2023-01-24 00:47:56,Application,Application_server_336,1,0,0,1674521276000000000,1
*CP01*nodeagent is missing,2023-01-24 00:52:48,websphere,websphere_server_31,1,0,4,1674521568000000000,1
Process : nbsvcmon is running successfully,2023-01-24 00:57:06,Application,Application_server_130,1,0,0,1674521826000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 01:02:01,Application,Application_server_231,1,1,0,1674522121000000000,1
Process : nbsl is running successfully,2023-01-24 01:06:46,Application,Application_server_169,1,1,0,1674522406000000000,1
Total CPU Utilization = 90%,2023-01-24 01:11:23,Application,Application_server_240,1,1,0,1674522683000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 01:16:24,Application,Application_server_334,1,1,0,1674522984000000000,1
Current memory usage percentage is 70%,2023-01-24 01:21:48,Application,Application_server_26,1,1,0,1674523308000000000,1
Process : java is running successfully,2023-01-24 01:26:45,Application,Application_server_49,1,1,0,1674523605000000000,1
Process : nbsvcmon is running successfully,2023-01-24 01:31:21,Application,Application_server_309,1,1,0,1674523881000000000,1
Current memory usage percentage is 70%,2023-01-24 01:36:17,Application,Application_server_198,1,1,0,1674524177000000000,1
CHRONY : process is running successfully,2023-01-24 01:41:35,linux_ix86,linux_ix86_server_32,1,1,2,1674524495000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 01:46:25,Application,Application_server_397,1,1,0,1674524785000000000,1
Current memory usage percentage is 60%,2023-01-24 01:51:22,Application,Application_server_508,1,1,0,1674525082000000000,1
Service: Domain Time Client is Stopped,2023-01-24 01:56:10,ms_win,ms_win_server_82,1,1,3,1674525370000000000,1
Filesystem:  / is 75 full,2023-01-24 02:01:22,linux_ix86,linux_ix86_server_47,1,2,2,1674525682000000000,1
Process : java is running successfully,2023-01-24 02:05:58,Application,Application_server_62,1,2,0,1674525958000000000,1
Process : TaskRoutingService is running successfully,2023-01-24 02:10:33,Application,Application_server_358,1,2,0,1674526233000000000,1
[MAN] The PERC1 battery is high.,2023-01-24 02:15:42,dell-idrac,dell-idrac_server_32,1,2,1,1674526542000000000,1
Total CPU Utilization = 75%,2023-01-24 02:20:34,Application,Application_server_463,1,2,0,1674526834000000000,1
Process : java is running successfully,2023-01-24 02:25:09,Application,Application_server_240,1,2,0,1674527109000000000,1
[MAN] Predictive failure reported for Disk 1 in Backplane 1 of Integrated RAID Controller 1.,2023-01-24 02:30:12,dell-idrac,dell-idrac_server_50,1,2,1,1674527412000000000,1
Process : nbrmms is running successfully,2023-01-24 02:35:21,Application,Application_server_53,1,2,0,1674527721000000000,1
system: Processor Queue Length is 0,2023-01-24 02:39:41,ms_win,ms_win_server_68,1,2,3,1674527981000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 02:44:46,Application,Application_server_76,1,2,0,1674528286000000000,1
Process : nbrmms is running successfully,2023-01-24 02:49:44,Application,Application_server_56,1,2,0,1674528584000000000,1
Process : nbsvcmon is running successfully,2023-01-24 02:54:51,Application,Application_server_98,1,2,0,1674528891000000000,1
Service: Domain Time Client is Stopped,2023-01-24 02:59:22,ms_win,ms_win_server_42,1,2,3,1674529162000000000,-1
system: Processor Queue Length is 0,2023-01-24 03:04:28,ms_win,ms_win_server_28,1,3,3,1674529468000000000,1
splunkd is running successfully,2023-01-24 03:09:25,Application,Application_server_147,1,3,0,1674529765000000000,1
Process : TaskRoutingService is running successfully,2023-01-24 03:14:06,Application,Application_server_140,1,3,0,1674530046000000000,1
[MAN] Log /var/log/messages blocked for more than 120 seconds.,2023-01-24 03:18:52,linux_ix86,linux_ix86_server_150,1,3,2,1674530332000000000,1
Process : java is running successfully,2023-01-24 03:24:07,Application,Application_server_21,1,3,0,1674530647000000000,1
Total CPU Utilization = 55%,2023-01-24 03:29:14,Application,Application_server_24,1,3,0,1674530954000000000,1
Service: masvc is Stopped,2023-01-24 03:34:05,ms_win,ms_win_server_48,1,3,3,1674531245000000000,1
system: Processor Queue Length is 0,2023-01-24 03:39:11,ms_win,ms_win_server_49,1,3,3,1674531551000000000,1
Process : nbsvcmon is running successfully,2023-01-24 03:43:48,Application,Application_server_510,1,3,0,1674531828000000000,1
Total CPU Utilization = 75%,2023-01-24 03:49:12,Application,Application_server_434,1,3,0,1674532152000000000,1
Process : java is running successfully,2023-01-24 03:53:54,Application,Application_server_16,1,3,0,1674532434000000000,1
CHRONY : process is running successfully,2023-01-24 03:58:53,linux_ix86,linux_ix86_server_49,1,3,2,1674532733000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 04:04:08,Application,Application_server_236,1,4,0,1674533048000000000,1
Total CPU Utilization = 55%,2023-01-24 04:08:54,Application,Application_server_442,1,4,0,1674533334000000000,1
Process : nbsl is running successfully,2023-01-24 04:14:07,Application,Application_server_398,1,4,0,1674533647000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 04:19:11,Application,Application_server_128,1,4,0,1674533951000000000,1
Total CPU Utilization = 50%,2023-01-24 04:23:53,Application,Application_server_306,1,4,0,1674534233000000000,-1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-24 04:29:10,websphere,websphere_server_7,1,4,4,1674534550000000000,1
Process : nbsvcmon is running successfully,2023-01-24 04:34:08,Application,Application_server_370,1,4,0,1674534848000000000,-1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-24 04:39:22,websphere,websphere_server_1,1,4,4,1674535162000000000,1
CHRONY : process is running successfully,2023-01-24 04:45:04,linux_ix86,linux_ix86_server_47,1,4,2,1674535504000000000,1
Process : TaskRoutingService is running successfully,2023-01-24 04:50:14,Application,Application_server_183,1,4,0,1674535814000000000,1
system: Processor Queue Length is 0,2023-01-24 04:55:13,ms_win,ms_win_server_107,1,4,3,1674536113000000000,1
splunkd is running successfully,2023-01-24 04:59:52,Application,Application_server_5,1,4,0,1674536392000000000,1
Service: masvc is Stopped,2023-01-24 05:05:11,ms_win,ms_win_server_83,1,5,3,1674536711000000000,1
system: Processor Queue Length is 0,2023-01-24 05:09:53,ms_win,ms_win_server_63,1,5,3,1674536993000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 05:14:33,Application,Application_server_375,1,5,0,1674537273000000000,1
splunkd is running successfully,2023-01-24 05:19:37,Application,Application_server_251,1,5,0,1674537577000000000,1
system: Processor Queue Length is 0,2023-01-24 05:25:00,ms_win,ms_win_server_81,1,5,3,1674537900000000000,1
Current memory usage percentage is 50%,2023-01-24 05:30:03,Application,Application_server_474,1,5,0,1674538203000000000,1
Current memory usage percentage is 50%,2023-01-24 05:34:49,Application,Application_server_219,1,5,0,1674538489000000000,1
Process : TaskRoutingService is running successfully,2023-01-24 05:39:52,Application,Application_server_103,1,5,0,1674538792000000000,1
Filesystem:  / is 85 full,2023-01-24 05:44:26,linux_ix86,linux_ix86_server_66,1,5,2,1674539066000000000,1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-24 05:48:54,websphere,websphere_server_6,1,5,4,1674539334000000000,1
Process : nbsvcmon is running successfully,2023-01-24 05:53:44,Application,Application_server_488,1,5,0,1674539624000000000,1
Service: enstart64 is running,2023-01-24 05:58:56,ms_win,ms_win_server_22,1,5,3,1674539936000000000,1
Service: Domain Time Client is running,2023-01-24 06:03:56,ms_win,ms_win_server_36,1,6,3,1674540236000000000,1
system: Processor Queue Length is 0,2023-01-24 06:09:11,ms_win,ms_win_server_69,1,6,3,1674540551000000000,-1
splunkd is running successfully,2023-01-24 06:14:02,Application,Application_server_208,1,6,0,1674540842000000000,1
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-24 06:19:13,linux_ix86,linux_ix86_server_149,1,6,2,1674541153000000000,1
[MAN] The system inlet temperature is less than the lower critical threshold.,2023-01-24 06:24:11,dell-idrac,dell-idrac_server_44,1,6,1,1674541451000000000,1
Process : nbsl is running successfully,2023-01-24 06:28:46,Application,Application_server_371,1,6,0,1674541726000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 06:33:57,Application,Application_server_185,1,6,0,1674542037000000000,1
Process : java is running successfully,2023-01-24 06:39:24,Application,Application_server_501,1,6,0,1674542364000000000,1
Process : nbrmms is running successfully,2023-01-24 06:44:25,Application,Application_server_141,1,6,0,1674542665000000000,1
splunkd is running successfully,2023-01-24 06:49:40,Application,Application_server_319,1,6,0,1674542980000000000,-1
"[MAN] Log /var/log/messages temperature below threshold, cpu clock throttled (total events = 1083)",2023-01-24 06:54:29,linux_ix86,linux_ix86_server_134,1,6,2,1674543269000000000,1
[MAN] The system inlet temperature is less than the lower critical threshold.,2023-01-24 06:59:23,dell-idrac,dell-idrac_server_12,1,6,1,1674543563000000000,1
Filesystem:  / is 85 full,2023-01-24 07:04:23,linux_ix86,linux_ix86_server_27,1,7,2,1674543863000000000,1
CHRONY : process is running successfully,2023-01-24 07:09:12,linux_ix86,linux_ix86_server_115,1,7,2,1674544152000000000,1
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-24 07:14:25,dell-idrac,dell-idrac_server_31,1,7,1,1674544465000000000,1
Service: enstart64 is running,2023-01-24 07:18:48,ms_win,ms_win_server_21,1,7,3,1674544728000000000,1
Service: Domain Time Client is running,2023-01-24 07:23:47,ms_win,ms_win_server_29,1,7,3,1674545027000000000,1
Filesystem:  / is 75 full,2023-01-24 07:28:58,linux_ix86,linux_ix86_server_6,1,7,2,1674545338000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 07:34:05,Application,Application_server_524,1,7,0,1674545645000000000,1
Process : nbsl is running successfully,2023-01-24 07:38:41,Application,Application_server_59,1,7,0,1674545921000000000,1
Process : nbsvcmon is running successfully,2023-01-24 07:43:40,Application,Application_server_512,1,7,0,1674546220000000000,1
CHRONY : process is running successfully,2023-01-24 07:48:26,linux_ix86,linux_ix86_server_84,1,7,2,1674546506000000000,1
Process : TaskRoutingService is running successfully,2023-01-24 07:53:50,Application,Application_server_355,1,7,0,1674546830000000000,1
Total CPU Utilization = 90%,2023-01-24 07:58:43,Application,Application_server_259,1,7,0,1674547123000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 08:03:37,Application,Application_server_100,1,8,0,1674547417000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-24 08:08:15,websphere,websphere_server_38,1,8,4,1674547695000000000,1
CHRONY : process is running successfully,2023-01-24 08:13:16,linux_ix86,linux_ix86_server_16,1,8,2,1674547996000000000,1
Process : nbsl is running successfully,2023-01-24 08:18:16,Application,Application_server_458,1,8,0,1674548296000000000,1
Process : nbsvcmon is running successfully,2023-01-24 08:23:32,Application,Application_server_332,1,8,0,1674548612000000000,1
system: Processor Queue Length is 0,2023-01-24 08:28:42,ms_win,ms_win_server_1,1,8,3,1674548922000000000,1
Process : nbsvcmon is running successfully,2023-01-24 08:33:13,Application,Application_server_413,1,8,0,1674549193000000000,-1
Process : nbsl is running successfully,2023-01-24 08:38:39,Application,Application_server_399,1,8,0,1674549519000000000,1
Process : TaskRoutingService is running successfully,2023-01-24 08:43:09,Application,Application_server_139,1,8,0,1674549789000000000,1
Current memory usage percentage is 40%,2023-01-24 08:48:00,Application,Application_server_353,1,8,0,1674550080000000000,1
Process : nbsl is running successfully,2023-01-24 08:53:21,Application,Application_server_173,1,8,0,1674550401000000000,1
Process : nbrmms is running successfully,2023-01-24 08:57:54,Application,Application_server_115,1,8,0,1674550674000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 09:02:21,Application,Application_server_269,1,9,0,1674550941000000000,1
system: Processor Queue Length is 0,2023-01-24 09:07:30,ms_win,ms_win_server_85,1,9,3,1674551250000000000,1
Filesystem:  / is 90 full,2023-01-24 09:12:31,linux_ix86,linux_ix86_server_22,1,9,2,1674551551000000000,1
*CP01*nodeagent is missing,2023-01-24 09:17:33,websphere,websphere_server_22,1,9,4,1674551853000000000,1
Process : nbrmms is running successfully,2023-01-24 09:22:25,Application,Application_server_290,1,9,0,1674552145000000000,1
Process : nbsl is running successfully,2023-01-24 09:27:08,Application,Application_server_55,1,9,0,1674552428000000000,1
Process : nbsvcmon is running successfully,2023-01-24 09:31:49,Application,Application_server_211,1,9,0,1674552709000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 09:36:43,Application,Application_server_202,1,9,0,1674553003000000000,1
Service: masvc is running,2023-01-24 09:41:34,ms_win,ms_win_server_22,1,9,3,1674553294000000000,1
[MAN] The PERC1 battery is medium.,2023-01-24 09:46:28,dell-idrac,dell-idrac_server_37,1,9,1,1674553588000000000,1
Process : java is running successfully,2023-01-24 09:51:31,Application,Application_server_198,1,9,0,1674553891000000000,1
Process : nbrmms is running successfully,2023-01-24 09:56:31,Application,Application_server_232,1,9,0,1674554191000000000,1
Service: Domain Time Client is running,2023-01-24 10:00:55,ms_win,ms_win_server_79,1,10,3,1674554455000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-24 10:05:36,linux_ix86,linux_ix86_server_1,1,10,2,1674554736000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-24 10:10:13,websphere,websphere_server_8,1,10,4,1674555013000000000,-1
Process : nbrmms is running successfully,2023-01-24 10:15:14,Application,Application_server_338,1,10,0,1674555314000000000,1
Filesystem:  / is 80 full,2023-01-24 10:20:05,linux_ix86,linux_ix86_server_23,1,10,2,1674555605000000000,1
Service: Domain Time Client is Stopped,2023-01-24 10:25:13,ms_win,ms_win_server_39,1,10,3,1674555913000000000,1
Filesystem:  / is 80 full,2023-01-24 10:30:23,linux_ix86,linux_ix86_server_140,1,10,2,1674556223000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 10:35:11,Application,Application_server_236,1,10,0,1674556511000000000,1
"[MAN] Log /var/log/messages .049795-04:00 serverabc123 hp-ams[1234]: CRITICAL: Internal Storage Enclosure Device Failure (Bay 2, Box 5, Port 3I, Slot 1)",2023-01-24 10:40:26,linux_ix86,linux_ix86_server_147,1,10,2,1674556826000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 10:45:31,Application,Application_server_103,1,10,0,1674557131000000000,-1
Process : TaskRoutingService is running successfully,2023-01-24 10:51:24,Application,Application_server_51,1,10,0,1674557484000000000,1
Current memory usage percentage is 50%,2023-01-24 10:56:25,Application,Application_server_174,1,10,0,1674557785000000000,1
Process : nbsl is running successfully,2023-01-24 11:01:37,Application,Application_server_347,1,11,0,1674558097000000000,1
Service: enstart64 is running,2023-01-24 11:06:33,ms_win,ms_win_server_30,1,11,3,1674558393000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-24 11:11:30,linux_ix86,linux_ix86_server_33,1,11,2,1674558690000000000,1
system: Processor Queue Length is 0,2023-01-24 11:16:22,ms_win,ms_win_server_100,1,11,3,1674558982000000000,1
CHRONY : process is running successfully,2023-01-24 11:21:46,linux_ix86,linux_ix86_server_129,1,11,2,1674559306000000000,1
CHRONY : process is running successfully,2023-01-24 11:26:47,linux_ix86,linux_ix86_server_147,1,11,2,1674559607000000000,1
Process : TaskRoutingService is running successfully,2023-01-24 11:31:49,Application,Application_server_319,1,11,0,1674559909000000000,1
Process : nbsl is running successfully,2023-01-24 11:36:15,Application,Application_server_490,1,11,0,1674560175000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 11:41:13,Application,Application_server_154,1,11,0,1674560473000000000,1
system: Processor Queue Length is 0,2023-01-24 11:46:10,ms_win,ms_win_server_58,1,11,3,1674560770000000000,1
CHRONY : process is running successfully,2023-01-24 11:51:33,linux_ix86,linux_ix86_server_69,1,11,2,1674561093000000000,-1
Total CPU Utilization = 65%,2023-01-24 11:56:55,Application,Application_server_470,1,11,0,1674561415000000000,1
Current memory usage percentage is 60%,2023-01-24 12:01:43,Application,Application_server_257,1,12,0,1674561703000000000,1
Process : P84xConnectorService is not running,2023-01-24 12:06:51,Application,Application_server_262,1,12,0,1674562011000000000,1
Total CPU Utilization = 60%,2023-01-24 12:12:03,Application,Application_server_295,1,12,0,1674562323000000000,1
Current memory usage percentage is 60%,2023-01-24 12:16:55,Application,Application_server_68,1,12,0,1674562615000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-24 12:21:54,websphere,websphere_server_32,1,12,4,1674562914000000000,1
Process : java is running successfully,2023-01-24 12:26:45,Application,Application_server_7,1,12,0,1674563205000000000,1
Process : java is running successfully,2023-01-24 12:31:56,Application,Application_server_41,1,12,0,1674563516000000000,1
Process : nbrmms is running successfully,2023-01-24 12:36:51,Application,Application_server_325,1,12,0,1674563811000000000,1
system: Processor Queue Length is 0,2023-01-24 12:42:25,ms_win,ms_win_server_89,1,12,3,1674564145000000000,1
splunkd is running successfully,2023-01-24 12:47:01,Application,Application_server_395,1,12,0,1674564421000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-24 12:51:46,linux_ix86,linux_ix86_server_149,1,12,2,1674564706000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 12:56:52,Application,Application_server_30,1,12,0,1674565012000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-24 13:01:52,websphere,websphere_server_12,1,13,4,1674565312000000000,1
Service: enstart64 is running,2023-01-24 13:06:57,ms_win,ms_win_server_41,1,13,3,1674565617000000000,1
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-24 13:11:49,linux_ix86,linux_ix86_server_66,1,13,2,1674565909000000000,1
Current memory usage percentage is 80%,2023-01-24 13:17:00,Application,Application_server_431,1,13,0,1674566220000000000,1
CHRONY : process is running successfully,2023-01-24 13:21:59,linux_ix86,linux_ix86_server_81,1,13,2,1674566519000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 13:26:17,Application,Application_server_105,1,13,0,1674566777000000000,-1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 13:30:50,Application,Application_server_429,1,13,0,1674567050000000000,1
Process : nbrmms is running successfully,2023-01-24 13:35:53,Application,Application_server_349,1,13,0,1674567353000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 13:40:28,Application,Application_server_125,1,13,0,1674567628000000000,1
splunkd is running successfully,2023-01-24 13:44:35,Application,Application_server_122,1,13,0,1674567875000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 13:49:55,Application,Application_server_221,1,13,0,1674568195000000000,1
Process : java is running successfully,2023-01-24 13:55:01,Application,Application_server_290,1,13,0,1674568501000000000,1
Process : nbrmms is running successfully,2023-01-24 13:59:41,Application,Application_server_264,1,13,0,1674568781000000000,1
Total CPU Utilization = 75%,2023-01-24 14:04:21,Application,Application_server_81,1,14,0,1674569061000000000,1
Process : nbrmms is running successfully,2023-01-24 14:09:22,Application,Application_server_454,1,14,0,1674569362000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 14:14:35,Application,Application_server_66,1,14,0,1674569675000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 14:19:51,Application,Application_server_173,1,14,0,1674569991000000000,1
